case_id,case_title,investigation_type,status,opened_at,description,data_origin,source_dataset,source_record_reference,Synthetic_Flag,Source_Dataset,Generation_Batch_ID,Confidence_Level,Provenance_Mode,Audit_Reference
CASE-00125,Synthetic investigation 0125,mixed,open,2024-02-18T14:49:39,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0125,Medium,synthetic-design,AUDIT-cases-CASE-00125
CASE-00126,Synthetic investigation 0126,financial,closed,2024-06-22T09:14:28,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0126,Medium,synthetic-design,AUDIT-cases-CASE-00126
CASE-00127,Synthetic investigation 0127,communication,closed,2024-09-25T19:42:53,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0127,Medium,synthetic-design,AUDIT-cases-CASE-00127
CASE-00128,Synthetic investigation 0128,cyber,closed,2024-03-15T03:51:34,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0128,Medium,synthetic-design,AUDIT-cases-CASE-00128
CASE-00129,Synthetic investigation 0129,physical,open,2024-01-17T15:38:38,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0129,Medium,synthetic-design,AUDIT-cases-CASE-00129
CASE-00130,Synthetic investigation 0130,mixed,closed,2025-03-07T22:55:18,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0130,Medium,synthetic-design,AUDIT-cases-CASE-00130
CASE-00131,Synthetic investigation 0131,financial,review,2025-06-12T12:09:22,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0131,Medium,synthetic-design,AUDIT-cases-CASE-00131
CASE-00132,Synthetic investigation 0132,communication,closed,2025-07-21T14:58:52,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0132,Medium,synthetic-design,AUDIT-cases-CASE-00132
CASE-00133,Synthetic investigation 0133,cyber,closed,2025-04-19T20:02:02,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0133,Medium,synthetic-design,AUDIT-cases-CASE-00133
CASE-00134,Synthetic investigation 0134,physical,open,2025-03-22T05:08:50,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0134,Medium,synthetic-design,AUDIT-cases-CASE-00134
CASE-00135,Synthetic investigation 0135,mixed,review,2024-05-05T06:07:54,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0135,Medium,synthetic-design,AUDIT-cases-CASE-00135
CASE-00136,Synthetic investigation 0136,financial,review,2024-01-10T06:42:43,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0136,Medium,synthetic-design,AUDIT-cases-CASE-00136
CASE-00137,Synthetic investigation 0137,communication,open,2024-02-26T07:27:20,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0137,Medium,synthetic-design,AUDIT-cases-CASE-00137
CASE-00138,Synthetic investigation 0138,cyber,review,2024-07-02T14:18:02,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0138,Medium,synthetic-design,AUDIT-cases-CASE-00138
CASE-00139,Synthetic investigation 0139,physical,review,2024-01-13T08:14:06,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0139,Medium,synthetic-design,AUDIT-cases-CASE-00139
CASE-00140,Synthetic investigation 0140,mixed,open,2024-04-29T15:32:57,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0140,Medium,synthetic-design,AUDIT-cases-CASE-00140
CASE-00141,Synthetic investigation 0141,financial,closed,2024-01-14T16:41:19,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0141,Medium,synthetic-design,AUDIT-cases-CASE-00141
CASE-00142,Synthetic investigation 0142,communication,review,2024-08-24T19:07:58,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0142,Medium,synthetic-design,AUDIT-cases-CASE-00142
CASE-00143,Synthetic investigation 0143,cyber,open,2025-07-07T00:40:32,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0143,Medium,synthetic-design,AUDIT-cases-CASE-00143
CASE-00144,Synthetic investigation 0144,physical,open,2025-08-01T05:34:21,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0144,Medium,synthetic-design,AUDIT-cases-CASE-00144
CASE-00145,Synthetic investigation 0145,mixed,review,2025-03-23T15:00:12,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0145,Medium,synthetic-design,AUDIT-cases-CASE-00145
CASE-00146,Synthetic investigation 0146,financial,open,2025-04-19T12:36:34,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0146,Medium,synthetic-design,AUDIT-cases-CASE-00146
CASE-00147,Synthetic investigation 0147,communication,review,2024-05-28T10:01:56,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0147,Medium,synthetic-design,AUDIT-cases-CASE-00147
CASE-00148,Synthetic investigation 0148,cyber,review,2024-02-06T14:12:19,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0148,Medium,synthetic-design,AUDIT-cases-CASE-00148
CASE-00149,Synthetic investigation 0149,physical,closed,2024-07-17T07:06:11,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0149,Medium,synthetic-design,AUDIT-cases-CASE-00149
CASE-00150,Synthetic investigation 0150,mixed,closed,2024-08-14T04:47:01,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0150,Medium,synthetic-design,AUDIT-cases-CASE-00150
CASE-00151,Synthetic investigation 0151,financial,closed,2025-03-01T07:30:07,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0151,Medium,synthetic-design,AUDIT-cases-CASE-00151
CASE-00152,Synthetic investigation 0152,communication,closed,2024-05-06T03:36:01,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0152,Medium,synthetic-design,AUDIT-cases-CASE-00152
CASE-00153,Synthetic investigation 0153,cyber,closed,2024-02-28T04:38:04,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0153,Medium,synthetic-design,AUDIT-cases-CASE-00153
CASE-00154,Synthetic investigation 0154,physical,review,2024-10-12T00:17:01,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0154,Medium,synthetic-design,AUDIT-cases-CASE-00154
CASE-00155,Synthetic investigation 0155,mixed,review,2025-04-28T09:56:08,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0155,Medium,synthetic-design,AUDIT-cases-CASE-00155
CASE-00156,Synthetic investigation 0156,financial,open,2024-05-17T17:22:18,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0156,Medium,synthetic-design,AUDIT-cases-CASE-00156
CASE-00157,Synthetic investigation 0157,communication,open,2024-06-22T18:37:47,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0157,Medium,synthetic-design,AUDIT-cases-CASE-00157
CASE-00158,Synthetic investigation 0158,cyber,open,2024-06-03T12:05:09,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0158,Medium,synthetic-design,AUDIT-cases-CASE-00158
CASE-00159,Synthetic investigation 0159,physical,review,2025-07-18T08:13:48,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0159,Medium,synthetic-design,AUDIT-cases-CASE-00159
CASE-00160,Synthetic investigation 0160,mixed,closed,2025-06-25T08:50:35,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0160,Medium,synthetic-design,AUDIT-cases-CASE-00160
CASE-00161,Synthetic investigation 0161,financial,open,2025-07-12T20:55:40,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0161,Medium,synthetic-design,AUDIT-cases-CASE-00161
CASE-00162,Synthetic investigation 0162,communication,closed,2024-02-17T02:03:03,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0162,Medium,synthetic-design,AUDIT-cases-CASE-00162
CASE-00163,Synthetic investigation 0163,cyber,review,2025-03-07T10:40:52,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0163,Medium,synthetic-design,AUDIT-cases-CASE-00163
CASE-00164,Synthetic investigation 0164,physical,open,2025-02-13T23:34:29,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0164,Medium,synthetic-design,AUDIT-cases-CASE-00164
CASE-00165,Synthetic investigation 0165,mixed,review,2024-12-26T18:19:17,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0165,Medium,synthetic-design,AUDIT-cases-CASE-00165
CASE-00166,Synthetic investigation 0166,financial,closed,2024-06-06T23:12:24,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0166,Medium,synthetic-design,AUDIT-cases-CASE-00166
CASE-00167,Synthetic investigation 0167,communication,closed,2025-04-09T11:53:52,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0167,Medium,synthetic-design,AUDIT-cases-CASE-00167
CASE-00168,Synthetic investigation 0168,cyber,open,2024-12-06T18:11:41,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0168,Medium,synthetic-design,AUDIT-cases-CASE-00168
CASE-00169,Synthetic investigation 0169,physical,open,2025-05-05T07:15:21,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0169,Medium,synthetic-design,AUDIT-cases-CASE-00169
CASE-00170,Synthetic investigation 0170,mixed,closed,2025-07-16T14:34:59,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0170,Medium,synthetic-design,AUDIT-cases-CASE-00170
CASE-00171,Synthetic investigation 0171,financial,open,2024-11-06T13:09:41,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0171,Medium,synthetic-design,AUDIT-cases-CASE-00171
CASE-00172,Synthetic investigation 0172,communication,closed,2024-11-22T16:53:46,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0172,Medium,synthetic-design,AUDIT-cases-CASE-00172
CASE-00173,Synthetic investigation 0173,cyber,closed,2024-11-03T17:43:10,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0173,Medium,synthetic-design,AUDIT-cases-CASE-00173
CASE-00174,Synthetic investigation 0174,physical,open,2025-05-20T18:37:55,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0174,Medium,synthetic-design,AUDIT-cases-CASE-00174
CASE-00175,Synthetic investigation 0175,mixed,closed,2024-12-21T14:42:38,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0175,Medium,synthetic-design,AUDIT-cases-CASE-00175
CASE-00176,Synthetic investigation 0176,financial,review,2025-04-05T22:22:56,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0176,Medium,synthetic-design,AUDIT-cases-CASE-00176
CASE-00177,Synthetic investigation 0177,communication,review,2024-08-16T20:34:37,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0177,Medium,synthetic-design,AUDIT-cases-CASE-00177
CASE-00178,Synthetic investigation 0178,cyber,review,2024-12-17T04:33:26,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0178,Medium,synthetic-design,AUDIT-cases-CASE-00178
CASE-00179,Synthetic investigation 0179,physical,closed,2024-05-15T14:17:10,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0179,Medium,synthetic-design,AUDIT-cases-CASE-00179
CASE-00180,Synthetic investigation 0180,mixed,closed,2024-12-29T23:48:31,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0180,Medium,synthetic-design,AUDIT-cases-CASE-00180
CASE-00181,Synthetic investigation 0181,financial,review,2025-08-06T14:54:31,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0181,Medium,synthetic-design,AUDIT-cases-CASE-00181
CASE-00182,Synthetic investigation 0182,communication,review,2024-10-10T20:55:59,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0182,Medium,synthetic-design,AUDIT-cases-CASE-00182
CASE-00183,Synthetic investigation 0183,cyber,closed,2024-03-12T04:21:29,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0183,Medium,synthetic-design,AUDIT-cases-CASE-00183
CASE-00184,Synthetic investigation 0184,physical,closed,2025-03-29T09:09:51,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0184,Medium,synthetic-design,AUDIT-cases-CASE-00184
CASE-00185,Synthetic investigation 0185,mixed,review,2024-12-17T22:52:50,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0185,Medium,synthetic-design,AUDIT-cases-CASE-00185
CASE-00186,Synthetic investigation 0186,financial,review,2024-04-02T13:04:35,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0186,Medium,synthetic-design,AUDIT-cases-CASE-00186
CASE-00187,Synthetic investigation 0187,communication,closed,2025-08-03T04:54:23,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0187,Medium,synthetic-design,AUDIT-cases-CASE-00187
CASE-00188,Synthetic investigation 0188,cyber,review,2024-12-05T23:27:37,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0188,Medium,synthetic-design,AUDIT-cases-CASE-00188
CASE-00189,Synthetic investigation 0189,physical,open,2025-08-07T01:53:31,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0189,Medium,synthetic-design,AUDIT-cases-CASE-00189
CASE-00190,Synthetic investigation 0190,mixed,closed,2024-12-14T03:07:03,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0190,Medium,synthetic-design,AUDIT-cases-CASE-00190
CASE-00191,Synthetic investigation 0191,financial,open,2024-11-13T14:28:07,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0191,Medium,synthetic-design,AUDIT-cases-CASE-00191
CASE-00192,Synthetic investigation 0192,communication,review,2025-01-27T19:33:08,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0192,Medium,synthetic-design,AUDIT-cases-CASE-00192
CASE-00193,Synthetic investigation 0193,cyber,closed,2025-06-07T02:10:28,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0193,Medium,synthetic-design,AUDIT-cases-CASE-00193
CASE-00194,Synthetic investigation 0194,physical,review,2024-10-21T22:55:13,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0194,Medium,synthetic-design,AUDIT-cases-CASE-00194
CASE-00195,Synthetic investigation 0195,mixed,review,2024-05-16T03:25:18,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0195,Medium,synthetic-design,AUDIT-cases-CASE-00195
CASE-00196,Synthetic investigation 0196,financial,review,2024-12-25T19:54:57,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0196,Medium,synthetic-design,AUDIT-cases-CASE-00196
CASE-00197,Synthetic investigation 0197,communication,review,2024-12-05T14:20:53,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0197,Medium,synthetic-design,AUDIT-cases-CASE-00197
CASE-00198,Synthetic investigation 0198,cyber,open,2025-06-27T03:16:50,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0198,Medium,synthetic-design,AUDIT-cases-CASE-00198
CASE-00199,Synthetic investigation 0199,physical,review,2025-02-04T22:16:03,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0199,Medium,synthetic-design,AUDIT-cases-CASE-00199
CASE-00200,Synthetic investigation 0200,mixed,review,2024-11-14T08:54:38,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0200,Medium,synthetic-design,AUDIT-cases-CASE-00200
CASE-00201,Synthetic investigation 0201,financial,open,2025-04-13T11:27:05,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0201,Medium,synthetic-design,AUDIT-cases-CASE-00201
CASE-00202,Synthetic investigation 0202,communication,closed,2025-03-16T04:28:08,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0202,Medium,synthetic-design,AUDIT-cases-CASE-00202
CASE-00203,Synthetic investigation 0203,cyber,closed,2025-07-13T10:00:57,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0203,Medium,synthetic-design,AUDIT-cases-CASE-00203
CASE-00204,Synthetic investigation 0204,physical,review,2024-07-28T08:21:03,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0204,Medium,synthetic-design,AUDIT-cases-CASE-00204
CASE-00205,Synthetic investigation 0205,mixed,open,2024-11-05T17:49:59,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-0205,Medium,synthetic-design,AUDIT-cases-CASE-00205
CASE-00206,Synthetic investigation 0206,financial,open,2024-07-07T13:37:46,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-0206,Medium,synthetic-design,AUDIT-cases-CASE-00206
CASE-00207,Synthetic investigation 0207,communication,closed,2024-05-08T18:54:29,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-0207,Medium,synthetic-design,AUDIT-cases-CASE-00207
CASE-00208,Synthetic investigation 0208,cyber,closed,2025-01-12T07:18:27,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-0208,Medium,synthetic-design,AUDIT-cases-CASE-00208
CASE-00209,Synthetic investigation 0209,physical,closed,2024-08-19T06:02:54,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-0209,Medium,synthetic-design,AUDIT-cases-CASE-00209
